"[1.142877786213298, 1.0337650019036855]"
"[1.1424518599271904, 1.4934445520937958]"
"[1.1424446598767692, 1.5044879586370576]"
"[1.1424337412619814, 1.5159908931632589]"
"[1.1424342936040328, 1.5276167687628572]"
"[1.1424307419681043, 1.5392923173287358]"
"[1.1423843237063438, 1.5508687447493434]"
"[1.1424367484868891, 1.5626726414192313]"
"[1.1424335601261457, 1.57447440227009]"
"[1.1423947127251257, 1.5860963218669808]"
"[1.1423991814950898, 1.5988081007854404]"
"[1.1423979756622378, 1.6103548087042407]"
"[1.1423889537891125, 1.621794250195878]"
"[1.1424039308145093, 1.6328943567307967]"
"[1.1423967052693778, 1.6445571752288903]"
"[1.1423933135857633, 1.6564173993236784]"
"[1.1423897144495765, 1.6682313770333919]"
"[1.1423869986336, 1.6801455772936122]"
"[1.1423815974794078, 1.6910246790534758]"
"[1.1423959730852846, 1.7028789310081092]"
"[1.1423631415359394, 1.7151239980107742]"
"[1.142354875835096, 1.7315034206520732]"
"[1.1423410957141047, 1.7464253298142356]"
"[1.1423451502889763, 1.760495335074464]"
"[1.1423418507305012, 1.7725201076623933]"
"[1.1423243414984696, 1.7846853496825545]"
"[1.142300271495203, 1.7978446350320623]"
"[1.1423301480392933, 1.8077144973411154]"
"[1.1423097674341802, 1.8178699258993167]"
"[1.1423061960034744, 1.825233571170054]"
"[1.1422994321122297, 1.834636708080721]"
"[1.1422864246060689, 1.8459498004158996]"
"[1.142295735034471, 1.856236088542638]"
"[1.1423125702740853, 1.867331822757061]"
"[1.142286224155875, 1.8787418875500743]"
"[1.142293472895137, 1.8902711652272772]"
"[1.1423007499878373, 1.9018122355473472]"
"[1.1422804398511772, 1.9128696131903598]"
"[1.142281887700166, 1.924643679615485]"
"[1.1422975960546842, 1.9362623690187468]"
"[1.1422427481820385, 1.9477898442797823]"
"[1.1422660754248561, 1.9592895143547586]"
"[1.1422670491693754, 1.970843885763619]"
"[1.1422581560545366, 1.9826374687051105]"
"[1.1422310490514123, 1.9934661000879785]"
"[1.1422237937279949, 2.0046666292619744]"
"[1.1422166716700357, 2.016265010158804]"
"[1.1422120051785536, 2.0277636454874637]"
"[1.1422157072396022, 2.039280665389333]"
"[1.1421981356583613, 2.050886519560792]"
"[1.1421687876179534, 2.066376826210719]"
"[1.1421853187501363, 2.0816802426160055]"
"[1.1421658057452926, 2.095556599148291]"
"[1.1421714684573383, 2.108764215662336]"
"[1.142178295456511, 2.1212194630966867]"
"[1.1421528839678414, 2.1334101282274864]"
"[1.1421585798883696, 2.1455012787869956]"
"[1.1421624483672468, 2.1574926708083986]"
"[1.142167654615089, 2.169153518728317]"
"[1.1421713924530967, 2.180953778729012]"
"[1.1421641208077353, 2.1927837636121237]"
"[1.1421475678272581, 2.2042479803892703]"
"[1.142108927068837, 2.2157239183407205]"
"[1.1421369396883851, 2.2275828102116892]"
"[1.142125329256606, 2.23946192267731]"
"[1.1421260950107721, 2.2511265348615765]"
"[1.1420918822771826, 2.2627444183000596]"
"[1.1420989452919714, 2.2743199701557866]"
"[1.142088246617363, 2.28601752588347]"
"[1.1420840004290473, 2.2976989986429124]"
"[1.1420719746534103, 2.3095846625196033]"
"[1.1420746274736868, 2.321535865170842]"
"[1.142036064866458, 2.3330917537680933]"
"[1.1420880029000464, 2.344498180488891]"
"[1.1420783115068396, 2.3564243215555067]"
"[1.142052545906323, 2.3686081901740024]"
"[1.1420606985245152, 2.378315984568535]"
"[1.1420630458860679, 2.38786131785798]"
"[1.1420496959748196, 2.3994209845384793]"
"[1.1419604339730596, 2.4109530955655245]"
"[1.1418842448114406, 2.4204103007076916]"
"[1.1417433493911144, 2.429137608384134]"
"[1.141739045799588, 2.438362013824015]"
"[1.1417295183658698, 2.4469019955085347]"
"[1.141717281644099, 2.454553933301692]"
"[1.1416975961398734, 2.45757187457087]"
"[1.1416729578805658, 2.458445354401828]"
"[1.141715955438537, 2.463310100585508]"
"[1.1417806001056863, 2.471999002566009]"
"[1.141848215579872, 2.4825647489037745]"
"[1.1418875644841013, 2.4953265137538296]"
"[1.141982433868067, 2.508506677761134]"
"[1.1419222558310547, 2.523468242808994]"
"[1.142005100031299, 2.539465961134363]"
"[1.1420595523574384, 2.556295877204852]"
"[1.142167117667324, 2.57481654477719]"
"[1.142286389211733, 2.5933701162084457]"
"[1.1424735182814498, 2.6113906320637326]"
"[1.1426276052746729, 2.6293456174680725]"
"[1.1427538943209596, 2.647788877897244]"
"[1.142880147670816, 2.6655632433529006]"
"[1.1430731102386131, 2.684840951868135]"
"[1.1431961240476802, 2.699786492454361]"
"[1.1434009746332314, 2.722361187812119]"
"[1.1437979889241303, 2.7442488217943324]"
"[1.1439274473719163, 2.7613332573183276]"
"[1.1441770681431152, 2.782649848598417]"
"[1.1444700792277536, 2.8050681930622465]"
"[1.1447128226021912, 2.825351879890684]"
"[1.1450439417460767, 2.8488346686299013]"
"[1.145151957413264, 2.8618094602462842]"
"[1.1453194060980934, 2.877356195015316]"
"[1.1455468161602278, 2.892063433335008]"
"[1.1457742825739063, 2.910023173552305]"
"[1.1459805581413023, 2.9266538049716995]"
"[1.1461941851206192, 2.9438343638116504]"
"[1.1464302948266845, 2.960509125559412]"
"[1.1466577402144729, 2.9774441746937708]"
"[1.1469238983093937, 2.9946623791619404]"
"[1.1471598887553445, 3.0124726751721984]"
"[1.1474159115145173, 3.028745214815938]"
"[1.147670218304204, 3.049083889860543]"
"[1.1479670529281973, 3.0692096700972793]"
"[1.1482355801982527, 3.087032930512602]"
"[1.1484705597955605, 3.102238965453478]"
"[1.14878352614174, 3.121346421189294]"
"[1.149146419886099, 3.1432217880123514]"
"[1.1494317872246624, 3.163299290063875]"
"[1.1497560588930626, 3.1815025607014675]"
"[1.1499849142177152, 3.1991323841023322]"
"[1.1502025782599514, 3.2183484259035047]"
"[1.150541529438409, 3.2349870001961016]"
"[1.1505871183123573, 3.2526025685054263]"
"[1.1510365748606386, 3.2684769325315512]"
"[1.1511129220616476, 3.282632615062438]"
"[1.151240967928611, 3.2981528823180626]"
"[1.1512849552268867, 3.3135196042210953]"
"[1.1515839382632027, 3.330615035545058]"
"[1.1515800917003414, 3.34593550374859]"
"[1.1520565824370255, 3.360578214194819]"
"[1.15197926694157, 3.3754084081578783]"
"[1.151987983310081, 3.3867539381603766]"
"[1.1520609704862363, 3.4047982439461064]"
"[1.1521930326357757, 3.423016804947691]"
"[1.1521988688216946, 3.4432262338219175]"
"[1.1522474961826528, 3.4636142323835895]"
"[1.1524356565849796, 3.4824152574469283]"
"[1.1524213015225913, 3.501362700913062]"
"[1.1523846448510926, 3.516591277552833]"
"[1.1523105422212065, 3.533112541618708]"
"[1.1524041042648778, 3.5501646935220963]"
"[1.1523744591267404, 3.5675174592864907]"
"[1.1523999619443932, 3.584391384738276]"
"[1.152371191366712, 3.6033280868366235]"
"[1.1523656241902813, 3.6203948436977758]"
"[1.1523688415835234, 3.637059370410651]"
"[1.1523761847478031, 3.6541652394463515]"
"[1.1523493151270423, 3.671824833150059]"
"[1.152384254744399, 3.689292803502986]"
"[1.1521800304062848, 3.705924199925308]"
"[1.1523014331709305, 3.7218742846896715]"
"[1.152236264631587, 3.7394558040236094]"
"[1.1522109592377008, 3.762536957287987]"
"[1.15205415120393, 3.7844796946919996]"
"[1.1520761861700892, 3.8039739328039865]"
"[1.1519333061159531, 3.822748081018257]"
"[1.1518296730072022, 3.8421527407158687]"
"[1.1516773059798469, 3.8586800551192284]"
"[1.151531010867872, 3.87470692265407]"
"[1.15143419072781, 3.891428302451486]"
"[1.1511379295421245, 3.909548470695604]"
"[1.151186949488724, 3.9256138099820723]"
"[1.1510271679296389, 3.941865477612997]"
"[1.1510614100277812, 3.958559477126719]"
"[1.1508236978719015, 3.976546398641924]"
"[1.1507943264120377, 3.993141719262497]"
"[1.15064224843901, 4.009977084706917]"
"[1.1505746692377001, 4.0275545339412195]"
"[1.1505772268285974, 4.04463605652413]"
"[1.1504836044404756, 4.06086564474955]"
"[1.1504785264771484, 4.081943991605141]"
"[1.150416205862141, 4.1063615879177755]"
"[1.1505165186655701, 4.1290337218022595]"
"[1.15008330185539, 4.144827455914336]"
"[1.1502508875868462, 4.159565527869008]"
"[1.1501805058115435, 4.175782492930341]"
"[1.1501266499324214, 4.192422375991296]"
"[1.1501074997179026, 4.21165151354401]"
"[1.1500838067703874, 4.228270873027814]"
"[1.1501378924323633, 4.245383337647752]"
"[1.1501465185412638, 4.262381718846442]"
"[1.1499141314403947, 4.279217999505414]"
"[1.1500203242543952, 4.298031054321438]"
"[1.150041383264615, 4.315571312907191]"
"[1.1500344251801415, 4.3315213643468224]"
"[1.1499176192680547, 4.348612902321272]"
"[1.1499448923515128, 4.367309355343772]"
"[1.14991477321035, 4.383356646600345]"
"[1.1498108428900113, 4.400704871859985]"
"[1.1497714167805553, 4.420789653157592]"
"[1.1498441975702498, 4.444999835434965]"
"[1.1498054149088548, 4.4665475442345555]"
"[1.1497320481114321, 4.485545430591163]"
"[1.1498076167388123, 4.503230472864436]"
"[1.1497922657365385, 4.520102146797942]"
"[1.1497501536423096, 4.53961688500733]"
"[1.1497522128234858, 4.555723427246349]"
"[1.1497478452247616, 4.571164604792213]"
"[1.1496883434727498, 4.587172873108125]"
"[1.1496564549237158, 4.604103409776037]"
"[1.149641605147615, 4.621117889855505]"
"[1.1497037622950042, 4.638358166506327]"
"[1.1496468720130297, 4.657483232485756]"
"[1.1496482880178174, 4.674817617298169]"
"[1.1496442113404632, 4.6917186867785245]"
"[1.1496190454208655, 4.7077461658187545]"
"[1.1495438851492064, 4.725885302218399]"
"[1.1494994252463415, 4.743655725775571]"
"[1.1494919162440969, 4.765861481095635]"
"[1.1493946625205473, 4.78842201084745]"
"[1.149326018978073, 4.808011094046918]"
"[1.1491856837377927, 4.82738917821287]"
"[1.14927203410091, 4.842912184867123]"
"[1.1492310452939747, 4.8585872790952]"
"[1.1492210282608732, 4.874373330235164]"
"[1.1491443606977838, 4.893154908004537]"
"[1.1491476184828204, 4.909497409348621]"
"[1.149147626503571, 4.926743881126167]"
"[1.1491591346364614, 4.941420691276347]"
"[1.1491176373532328, 4.959061891850531]"
"[1.149173572423281, 4.973722378826503]"
"[1.1491883211396177, 4.989926517215475]"
"[1.1492128874328924, 5.0045550682577025]"
"[1.1492198212101417, 5.019377726484116]"
"[1.1492313996252495, 5.035359101040523]"
"[1.1492135542491526, 5.051389903233547]"
"[1.1492086285012797, 5.067938743576559]"
"[1.149175138579522, 5.085910243722257]"
"[1.149110930350114, 5.108916685648484]"
"[1.1490163664353847, 5.1309418768270225]"
"[1.1490024717451353, 5.151033935452248]"
"[1.1489556719658227, 5.169910520453754]"
"[1.1490182788071734, 5.187425271683488]"
"[1.1490140659358647, 5.204819755144417]"
"[1.1489979979108507, 5.217638815376487]"
"[1.1489769092511917, 5.233613665309085]"
"[1.1491173017847145, 5.249894775556553]"
"[1.1490270530129136, 5.268751784245466]"
"[1.1490399243819167, 5.28587272638211]"
"[1.1490638753438471, 5.3031247160011405]"
"[1.1490734194021133, 5.319808727016112]"
"[1.1490874240343105, 5.336803529947265]"
"[1.1490824111125946, 5.3541358765235785]"
"[1.1491507595512285, 5.371763099654851]"
"[1.1491536506536704, 5.389714834664785]"
"[1.1490898170531505, 5.404453615457468]"
"[1.149214404335913, 5.420984754323904]"
"[1.1490705374039316, 5.4412594179781815]"
"[1.149442514490384, 5.464513639193312]"
"[1.1489416110413708, 5.483535884798667]"
"[1.1491908854408877, 5.499030794520865]"
"[1.1491886294332938, 5.51524847429541]"
"[1.1492601990497484, 5.53485396332029]"
"[1.1493157836949806, 5.54812835446518]"
"[1.14938939735991, 5.562849212431822]"
"[1.1494722662683268, 5.577509032105767]"
"[1.1496365874875274, 5.594872653672252]"
"[1.1494466300478672, 5.613375727232306]"
"[1.1496906936765, 5.629935695277891]"
"[1.1496357382782496, 5.6451551781003655]"
"[1.1496992288800374, 5.663194206122716]"
"[1.1497091718371835, 5.679592335892193]"
"[1.1497397043890432, 5.697354476046322]"
"[1.1498092009725578, 5.7118414930703505]"
"[1.1498207059937944, 5.72853419505062]"
"[1.149800488611247, 5.742203405720964]"
"[1.1499442713654129, 5.76008720691068]"
"[1.1499814239582216, 5.78241777292711]"
"[1.1502728337637549, 5.8035692211836]"
"[1.1503274465646363, 5.825035846649774]"
"[1.1506250880235562, 5.846038591703077]"
"[1.1507096287053111, 5.86311456410073]"
"[1.1508573939839448, 5.8832025037220195]"
"[1.1510226983858094, 5.9007064586728974]"
"[1.1511464791891437, 5.917286486576556]"
"[1.1512108821264653, 5.93381053183048]"
"[1.151454130145213, 5.950979758261371]"
"[1.1514899047040172, 5.967989002460127]"
"[1.151676718890034, 5.984906300495547]"
"[1.1518280245630212, 6.002434611341065]"
"[1.152049209951754, 6.0197693944598045]"
"[1.152133882649726, 6.03662332993534]"
"[1.1523319627206814, 6.055447390224993]"
"[1.1525026709240285, 6.070877019705731]"
"[1.1527327722081606, 6.0884668062014144]"
"[1.152923623390776, 6.108005909838085]"
"[1.153095279323467, 6.125508186539658]"
"[1.1532639102717939, 6.142867221931907]"
"[1.1534411348244058, 6.163326390137448]"
"[1.1537529897656575, 6.184025395392854]"
"[1.1538380637074281, 6.200291810101054]"
"[1.1541479108952044, 6.215391899084513]"
"[1.1541397398435909, 6.226673513342396]"
"[1.1542522110277893, 6.2391062414846346]"
"[1.154408762858618, 6.253280404696311]"
"[1.1544967385150948, 6.270441343731318]"
"[1.1546418436054193, 6.285117998188556]"
"[1.154761390737744, 6.300288691699544]"
"[1.1547490901010564, 6.317353845268575]"
"[1.1549880359855258, 6.332581719059974]"
"[1.1551544714014728, 6.349085035215617]"
"[1.1552504573946392, 6.366049705531064]"
"[1.1553737945138876, 6.3832049592644236]"
"[1.1553896443051428, 6.3975085599588395]"
"[1.1554721028794768, 6.4153239461856275]"
"[1.1555571014634032, 6.432196140201712]"
"[1.1557403699227673, 6.452115745105723]"
"[1.1558003786852622, 6.472765496123849]"
"[1.1558781723816425, 6.495541957712922]"
"[1.1559281861438326, 6.513589287691475]"
"[1.1561961430181424, 6.5319255895644766]"
"[1.1562085993153268, 6.548239213094082]"
"[1.1561827664453943, 6.564859992723058]"
"[1.156294349518803, 6.581848445951704]"
"[1.1564055310478556, 6.600186300143636]"
"[1.1563728673517428, 6.617552560988085]"
"[1.1563899634208208, 6.635247142881147]"
"[1.1564019409576103, 6.65181291209145]"
"[1.1564179299521458, 6.666144405215279]"
"[1.156462280694261, 6.680708345445413]"
"[1.156061719152544, 6.6974407048222595]"
"[1.1561475861498407, 6.713066565717153]"
"[1.1560755205977284, 6.728916652399061]"
"[1.1559672984170064, 6.744406908805662]"
"[1.155912246091083, 6.760630712804589]"
"[1.1557123298781207, 6.7813557186381646]"
"[1.1556199066029238, 6.806042149612769]"
"[1.155617481688197, 6.827668045110798]"
"[1.1554055419806788, 6.84641837552226]"
"[1.1553700546261978, 6.864570188836673]"
"[1.1553298371535048, 6.883830548702727]"
"[1.1551959271682872, 6.900598498115941]"
"[1.155076596045179, 6.919173482988032]"
"[1.155004357640783, 6.934347403442237]"
"[1.1548391077458635, 6.951595621906336]"
"[1.1547349423737385, 6.9670632200024]"
"[1.15469391919761, 6.980725515937174]"
"[1.1545967415270317, 6.995988278958013]"
"[1.1544199746969115, 7.010063437726823]"
"[1.1543428085939493, 7.02470720120588]"
"[1.1542577511234575, 7.040651224802935]"
"[1.15416706779904, 7.058875806795231]"
"[1.1540458055203606, 7.073199144545357]"
"[1.1538234784354768, 7.092383414974849]"
"[1.1537801008860646, 7.1089034569289655]"
"[1.1537223609099814, 7.131588039317991]"
"[1.1536091863916953, 7.154052406752044]"
"[1.1534118959673574, 7.174854204023366]"
"[1.1533896700179542, 7.192165219610188]"
"[1.153276777805232, 7.208755762977333]"
"[1.1532078354813033, 7.22717574666204]"
"[1.1531564034184805, 7.242625364441848]"
"[1.153058943339851, 7.261707399065018]"
"[1.152967992012336, 7.274296240649024]"
"[1.1529566402775686, 7.290735186174794]"
"[1.152849587417936, 7.305355676031175]"
"[1.1528380399970697, 7.3199627438220105]"
"[1.1527495601425417, 7.33603052719013]"
"[1.1527646636594426, 7.353818171560552]"
"[1.1526575407160122, 7.369616919149268]"
"[1.1525943504417124, 7.385247845298107]"
"[1.1526194082329484, 7.403720424183297]"
"[1.1525476505524332, 7.418893328876117]"
"[1.1524579635891903, 7.439038013529965]"
"[1.1524584330079508, 7.461493507234231]"
"[1.1523893264487859, 7.485406286123552]"
"[1.1523017314314488, 7.506572032718392]"
"[1.1523063331303927, 7.525667027717316]"
"[1.1523340633008872, 7.5438296073990045]"
"[1.1522808190885412, 7.561590071699224]"
"[1.1522307117399877, 7.579111726798175]"
"[1.152110571353388, 7.596688871172567]"
"[1.1522282570603033, 7.615297118059239]"
"[1.1520814447119843, 7.632297186956404]"
"[1.1520355130485311, 7.64981030702012]"
"[1.1520042645407316, 7.667236126901947]"
"[1.1519930888395338, 7.684346949336515]"
"[1.151904360744732, 7.702722013177511]"
"[1.1519192501588413, 7.715996116076059]"
"[1.1519421956753022, 7.731624211598573]"
"[1.151900915345746, 7.746782304192062]"
"[1.1518552273739466, 7.765432372058846]"
"[1.1518263706457397, 7.787259938108585]"
"[1.1517200975141417, 7.8123471153774195]"
"[1.1516768903263457, 7.834762467983684]"
"[1.1516105223234587, 7.8546171763827495]"
"[1.1514559785095098, 7.872990083110127]"
"[1.1513818231707964, 7.890325914347504]"
"[1.151334266320897, 7.9090348531356565]"
"[1.1512364308329037, 7.925798882733432]"
"[1.1511535290986656, 7.942657212267088]"
"[1.1511266714685817, 7.960865221318901]"
"[1.1509776700791312, 7.976886712244737]"
"[1.1508178111052607, 7.993482643282117]"
"[1.1508037504335826, 8.010075279423345]"
"[1.1507152534739706, 8.028840756397019]"
"[1.1506374752556923, 8.045100025749345]"
"[1.1505712283257066, 8.061974567994035]"
"[1.1505665500978612, 8.077720449702118]"
"[1.1505999611078492, 8.095251248483825]"
"[1.1505142297143813, 8.116290466344921]"
"[1.1505202690357683, 8.138935219807884]"
"[1.150629587786193, 8.162165492086368]"
"[1.1506123217716189, 8.184062718969592]"
"[1.1505744485831566, 8.197998412065353]"
"[1.1506483012578617, 8.213152935442446]"
"[1.1505913459795027, 8.228767363642792]"
"[1.1506212431630836, 8.244202897995809]"
"[1.1506269207450257, 8.262497355975619]"
"[1.1506307254381156, 8.27893238959593]"
"[1.150588783933895, 8.294188477994723]"
"[1.1506579036798859, 8.31266259372343]"
"[1.1505402420683448, 8.328966770346197]"
"[1.1505066521820893, 8.345090578236304]"
"[1.1504695701709227, 8.36182725069938]"
"[1.150484279606351, 8.378790089939537]"
"[1.1502336529802681, 8.396051824245495]"
"[1.1504066051425008, 8.4124334983813]"
"[1.1503160031331587, 8.432401077958513]"
"[1.1503150309876855, 8.452407764246392]"
"[1.150314271257508, 8.474626466492358]"
"[1.1503252562539288, 8.4984221789017]"
"[1.1502835447948745, 8.51782806356422]"
"[1.1503348055704399, 8.53499715480962]"
"[1.150172843596136, 8.552464571618726]"
"[1.1501971826630157, 8.571818092012593]"
"[1.1501234241547997, 8.587976865740528]"
"[1.1500552268055626, 8.603860273555139]"
"[1.1500446093446481, 8.621613334336102]"
"[1.1500064310403375, 8.636326932577463]"
"[1.1499534100691153, 8.652352624116062]"
"[1.1499682609370694, 8.669071769283347]"
"[1.1498702052356502, 8.684829982778389]"
"[1.1499264067672992, 8.70236989656639]"
"[1.1499390871746034, 8.718758053361604]"
"[1.1499080553452377, 8.735658325739042]"
"[1.1498533168147125, 8.751102929369823]"
"[1.149778367421625, 8.769651879488158]"
"[1.1497106965294381, 8.78992548021019]"
"[1.149704008798742, 8.812993613623819]"
"[1.1495970371504405, 8.836323355540816]"
"[1.1495631044300958, 8.858007998581684]"
"[1.1494864587412554, 8.877483427165506]"
"[1.149609408567826, 8.896436150259614]"
"[1.1494521322185014, 8.914255333374303]"
"[1.1494327120108194, 8.9323546827595]"
"[1.1494305707965367, 8.949525700683461]"
"[1.1494054228901696, 8.96813584142272]"
"[1.1492880029145809, 8.984060780518465]"
"[1.1492863035264196, 9.00067591566779]"
"[1.1492146169708684, 9.018884230823339]"
"[1.1492101219866349, 9.034689027725308]"
"[1.1491234119685614, 9.05222290896813]"
"[1.1492482459051911, 9.06591835995921]"
"[1.1491464189126945, 9.0813764712271]"
"[1.1493135845272093, 9.09783449315882]"
"[1.1493180122902804, 9.11754692914117]"
"[1.1493666663143673, 9.139378050331096]"
"[1.1494328357928054, 9.163823325397662]"
"[1.1496071943611785, 9.185468992015329]"
"[1.149605333116231, 9.205224464692984]"
"[1.149531789535057, 9.224693881883729]"
"[1.149572728026473, 9.240962593020944]"
"[1.1496394985766527, 9.257904752125084]"
"[1.1496402383889912, 9.274975308454865]"
"[1.1496730027266082, 9.293929831785592]"
"[1.1497162346105327, 9.310564787655872]"
"[1.149765642319938, 9.327518046313518]"
"[1.1497633472209796, 9.345124111627047]"
"[1.1498298538299117, 9.362817841173953]"
"[1.1499258671539536, 9.379607323423919]"
"[1.1499631203354024, 9.398015119486118]"
"[1.1499953346157237, 9.413797392741113]"
"[1.1499777388266352, 9.430513362292928]"
"[1.1500802664788576, 9.446758977063006]"
"[1.150166258488501, 9.467595565260702]"
"[1.1502600526182207, 9.490777045157703]"
"[1.1503682583739918, 9.51334200424751]"
"[1.1504310508826838, 9.533209217326991]"
"[1.1505339775257173, 9.55334107553505]"
"[1.1505379933205777, 9.569787511714784]"
"[1.1505364324853105, 9.586786857691509]"
"[1.1504903404157711, 9.603656568779366]"
"[1.1505202655588023, 9.620309446551815]"
"[1.150529854533897, 9.638815436207295]"
"[1.1505373907257406, 9.65530660933422]"
"[1.1505414884301275, 9.671342335040368]"
"[1.150551486910575, 9.687321425362722]"
"[1.1505787796977647, 9.705347913036649]"
"[1.1505819298499396, 9.721585153801481]"
"[1.150523499212316, 9.737669839897722]"
"[1.1505042909236425, 9.754327188389048]"
"[1.1504315221030552, 9.770895531178049]"
"[1.150317267041966, 9.788778912662051]"
"[1.1502808524765604, 9.805924591731907]"
"[1.1501723619209843, 9.825171696700723]"
"[1.1500863709650648, 9.845567548966974]"
"[1.1500856905594556, 9.866740095688261]"
"[1.149794749577358, 9.886741382654051]"
"[1.1497507769914352, 9.90417890000197]"
"[1.1495598463115175, 9.921264885721708]"
"[1.1494985596695324, 9.939738330183374]"
"[1.1493690530989316, 9.958033815506115]"
"[1.1492129149096952, 9.970953457456199]"
"[1.1491771265642872, 9.987705633106328]"
"[1.1490140170299434, 10.00285961841625]"
"[1.1489206211125667, 10.01893309086085]"
"[1.1486937620480888, 10.036815132620472]"
"[1.148582565533386, 10.05154899148219]"
"[1.1483008907694916, 10.067125858576803]"
"[1.148191947254838, 10.082701229520723]"
"[1.148083717589567, 10.1019090710384]"
"[1.1479568284175345, 10.120741786800103]"
"[1.1477929638128839, 10.14045228398801]"
"[1.1476229334331534, 10.160519915432525]"
"[1.147434451323872, 10.181627716588544]"
"[1.147264169863234, 10.204219699498164]"
"[1.1471115804604617, 10.224868494863264]"
"[1.146824731713906, 10.243816212112373]"
"[1.146680226762228, 10.262294277541628]"
"[1.1466392628372775, 10.283623823705804]"
"[1.1464657508302447, 10.298248691512914]"
"[1.1463830963255213, 10.312555083993063]"
"[1.1463227796664166, 10.328142359857466]"
"[1.1461994304896574, 10.344389061888775]"
"[1.146114524192937, 10.361032715038059]"
"[1.145963038158512, 10.379542166475112]"
"[1.145877185156826, 10.39599540028245]"
"[1.1457681326190001, 10.412858760428342]"
"[1.1456597987833872, 10.428170709179103]"
"[1.1454261550622926, 10.449186301572665]"
"[1.1453210266027547, 10.46799123876471]"
"[1.1451703488595528, 10.487928815718254]"
"[1.1449764681822359, 10.510803814056429]"
