"[1.0420512671513642, 1.035293695015428]"
"[1.041544471770642, 1.3081824849549635]"
"[1.0415956001623492, 1.3253058988465054]"
"[1.0416732518326106, 1.342250137376439]"
"[1.0420069741669455, 1.3579366623041118]"
"[1.0420306132083934, 1.3737876757153165]"
"[1.0426025682131677, 1.3915979516173405]"
"[1.0424508830004655, 1.40514523348949]"
"[1.042628984258784, 1.4247656369943575]"
"[1.0430002485899201, 1.4498455169939584]"
"[1.0433657046705733, 1.4711428783403198]"
"[1.0435561162107405, 1.490024762219616]"
"[1.0437513992711014, 1.5078315259662745]"
"[1.0436989681460604, 1.524438237376522]"
"[1.0441723255238493, 1.5426969833748505]"
"[1.0441533624430246, 1.558957107867495]"
"[1.0442873369162569, 1.5774470883701068]"
"[1.0444036302507116, 1.5971314337814255]"
"[1.04483280321232, 1.620607660299254]"
"[1.04496128458043, 1.641653583608274]"
"[1.0452335759144333, 1.6602442805058564]"
"[1.0451646804761847, 1.6756699498017733]"
"[1.0457201392249504, 1.6938841457158276]"
"[1.0457090273170222, 1.7117115211597786]"
"[1.0460028673474702, 1.7273279792353584]"
"[1.0458607062680616, 1.7434923931950492]"
"[1.0461644589880754, 1.7630420301495433]"
"[1.0464651749821068, 1.7859419761760846]"
"[1.0466891432187637, 1.807996529798109]"
"[1.0470095777609292, 1.8246716519168051]"
"[1.047147102024799, 1.8413115300325589]"
"[1.047377909885429, 1.858357362249505]"
"[1.0477469060822675, 1.8729836809030247]"
"[1.0477553598590135, 1.8887943092585469]"
"[1.0479032691319892, 1.9041931153343776]"
"[1.0480770631086789, 1.9181036375308362]"
"[1.0481832113770477, 1.9371850084219822]"
"[1.0484096277458246, 1.960608299499819]"
"[1.0486057505334057, 1.9784920165965134]"
"[1.048790076703691, 1.995789015994783]"
"[1.0488207440951804, 2.0132036485142053]"
"[1.0491190250501479, 2.0304452805806132]"
"[1.0492872861322255, 2.045790852803253]"
"[1.0493394220722958, 2.064283401373694]"
"[1.0495287900236743, 2.0796839044931565]"
"[1.0498623442477135, 2.0969524303800426]"
"[1.0502815937936887, 2.1200564886121436]"
"[1.050473151913534, 2.142437351894412]"
"[1.050762660608599, 2.1599971668271296]"
"[1.0511840707942781, 2.1775989747295306]"
"[1.0514618366769122, 2.1955810831077898]"
"[1.0518292733669157, 2.211732728513318]"
"[1.0520934969816806, 2.2276358184618834]"
"[1.0524871715832398, 2.24785555585674]"
"[1.052758526337043, 2.2699551700925813]"
"[1.053250268121935, 2.288517811440143]"
"[1.0534616763660785, 2.307228945535993]"
"[1.0537730697031227, 2.324728118722518]"
"[1.054071690112747, 2.3412682884766647]"
"[1.0543017951760445, 2.358820665036063]"
"[1.0545233535905147, 2.3767536311996014]"
"[1.054853231292645, 2.392855065570914]"
"[1.055253585876407, 2.411633585491611]"
"[1.0554942966528957, 2.4286022062328048]"
"[1.0558741958756592, 2.4466626576688726]"
"[1.0564717792668608, 2.470928173975199]"
"[1.056784024997196, 2.4911287378884426]"
"[1.0571640816004595, 2.508426032321813]"
"[1.0575547023514598, 2.526062822259128]"
"[1.0578121450677225, 2.5425451347438948]"
"[1.0581729288460726, 2.5607385457795573]"
"[1.0584604382876386, 2.5806575967185403]"
"[1.0589970485172606, 2.6038896683161945]"
"[1.0596056465153232, 2.627109944199079]"
"[1.0596630472503965, 2.6447450052203756]"
"[1.0597888259355905, 2.6616302394779754]"
"[1.0603522650933423, 2.6746210031356488]"
"[1.060469679507619, 2.691457740747386]"
"[1.0605755502922065, 2.703932913302552]"
"[1.06100449902641, 2.720413453423714]"
"[1.0611204649794903, 2.7369442710810183]"
"[1.0613579488955385, 2.755706777242221]"
"[1.0614709552462203, 2.774909269472259]"
"[1.0618169360343943, 2.792412042723623]"
"[1.0617706095299095, 2.8063684743763795]"
"[1.0620614006058364, 2.822887770203889]"
"[1.06221835799843, 2.8400802727073686]"
"[1.0624268720563226, 2.857106850187571]"
"[1.0624536329195444, 2.8747134733231983]"
"[1.062622692210205, 2.888832853415686]"
"[1.0629421520883895, 2.907329111645125]"
"[1.0629567721545654, 2.9243432729424286]"
"[1.063218526360638, 2.941522640186959]"
"[1.0632809139042516, 2.960695657987984]"
"[1.063781121733425, 2.9853752661985853]"
"[1.063634888326952, 3.007570331061825]"
"[1.0635865105371995, 3.02385783585387]"
"[1.064120675010491, 3.040464174075523]"
"[1.064095421201672, 3.0560682348856316]"
"[1.0640967316002443, 3.0745823726855304]"
"[1.0641853649777768, 3.098817547496474]"
"[1.0642909581784397, 3.115171195791397]"
"[1.0643705773191185, 3.131494450607839]"
"[1.0644250150515813, 3.147014850216852]"
"[1.0643027503068931, 3.1638535270222437]"
"[1.0645967238658127, 3.1814999916886317]"
"[1.0648260446641058, 3.197407348350577]"
"[1.0647789675511343, 3.2156479398918445]"
"[1.06518090170277, 3.2334417198743317]"
"[1.0654345210512834, 3.248941917350205]"
"[1.0656330882358012, 3.2675067670600684]"
"[1.0659084542590116, 3.2925446991987317]"
"[1.0662209714810202, 3.3131312630281804]"
"[1.0664552276762416, 3.331126573278188]"
"[1.066661630169477, 3.3506586138449075]"
"[1.0672820238425444, 3.3671080632002908]"
"[1.0674624105333839, 3.3844370810363644]"
"[1.067908121940107, 3.4015703941741298]"
"[1.0680524867748358, 3.419167873997061]"
"[1.0684476513216008, 3.4409117545861645]"
"[1.068695764647587, 3.4631172399459476]"
"[1.0689317147000275, 3.4802005237232527]"
"[1.0692539222910253, 3.4963049466516494]"
"[1.0693493196157253, 3.5139103552731576]"
"[1.0695754405455487, 3.529115504160686]"
"[1.0697461248445452, 3.546501775638289]"
"[1.0699988024502913, 3.5638373283366462]"
"[1.0704434956062516, 3.582522938071261]"
"[1.0707265466315925, 3.6018584977156167]"
"[1.070937491279155, 3.6243630001050113]"
"[1.0711870749971382, 3.6479392933105674]"
"[1.07146877783916, 3.6668404549082236]"
"[1.0715562446423812, 3.6824612293884784]"
"[1.0716615921275812, 3.700048299760071]"
"[1.0720001201289757, 3.717680014456399]"
"[1.0720163942871854, 3.7340142508174337]"
"[1.0724014116866207, 3.758217334623752]"
"[1.07241815140801, 3.7803945018006013]"
"[1.0725373348737284, 3.8005175287436894]"
"[1.0727195309024034, 3.8192476644387234]"
"[1.0728835744350473, 3.8345673979971973]"
"[1.0729758669547924, 3.8530333383352056]"
"[1.0731844387979248, 3.8708583732860125]"
"[1.073192830809095, 3.8876892100391642]"
"[1.073454851584447, 3.9043502539273724]"
"[1.0733902188849183, 3.9210587994020525]"
"[1.0735029946820704, 3.9401988218990565]"
"[1.073650443202745, 3.9572319925461104]"
"[1.0739375176342363, 3.9788287783925895]"
"[1.073989012739114, 4.003261310468722]"
"[1.0742328834914623, 4.022624542322559]"
"[1.0744114398322304, 4.040504981068034]"
"[1.0746715961611781, 4.059454122690929]"
"[1.074773547843438, 4.082903585790657]"
"[1.0749874515491737, 4.1054187929492665]"
"[1.0753463832829866, 4.125146079154585]"
"[1.0752196256846351, 4.1414073878273365]"
"[1.0755425104636414, 4.159444447688023]"
"[1.0755669570009447, 4.175327846377664]"
"[1.0756572948430232, 4.191115878195751]"
"[1.0757601597141375, 4.209704064549539]"
"[1.075822821287789, 4.225222279003019]"
"[1.0759320078685266, 4.242704587156176]"
"[1.075854278085329, 4.256872817470891]"
"[1.07602343218671, 4.275348975945568]"
"[1.0760873455423734, 4.293067196290026]"
"[1.076020113835045, 4.3125921702705545]"
"[1.076171358862881, 4.337046626429192]"
"[1.0763008314970162, 4.3581340269771776]"
"[1.0765277359538163, 4.375356435520396]"
"[1.0765503791149225, 4.398744308574038]"
"[1.0765659056468513, 4.418536905333019]"
"[1.0765159997698512, 4.441145920512205]"
"[1.0765062478316811, 4.459013005684504]"
"[1.0765686182101748, 4.47509606573003]"
"[1.0764836776167335, 4.491441360647438]"
"[1.076520146448685, 4.509267475979986]"
"[1.0765687583629409, 4.52305241441869]"
"[1.0766597380582064, 4.539383507689862]"
"[1.0768635489883431, 4.556008499292103]"
"[1.0769459444438685, 4.5731788984222455]"
"[1.0771189684099105, 4.591633713022322]"
"[1.0771489293518606, 4.606883727192362]"
"[1.0772859196549847, 4.629116797807557]"
"[1.0774024295833657, 4.6527766375734965]"
"[1.0776004629058247, 4.6733875728151295]"
"[1.077531644080304, 4.692370583264317]"
"[1.0777375114783927, 4.7111056823773545]"
"[1.0780412758392857, 4.7271963238379895]"
"[1.0783323550599502, 4.747300638257105]"
"[1.0786670971863637, 4.770345744154565]"
"[1.0787619014920664, 4.792526870441588]"
"[1.0790714766256029, 4.811774839650073]"
"[1.0790669761941234, 4.828420518732962]"
"[1.0793316539485411, 4.842774886028011]"
"[1.0794768097521603, 4.861040641368232]"
"[1.079647784537175, 4.877571880676083]"
"[1.0799606675439344, 4.892496756689324]"
"[1.079925866014517, 4.907909474393821]"
"[1.0802683852980877, 4.927324528785176]"
"[1.080530090998016, 4.942964194340281]"
"[1.0806929362627073, 4.965381311494951]"
"[1.0809805005896347, 4.9846501690823]"
"[1.081111437370918, 5.00627345134243]"
"[1.0813265063235127, 5.022604233271984]"
"[1.0811343859820723, 5.0418877723431335]"
"[1.0814402826186797, 5.057983904607262]"
"[1.0817190985101661, 5.07644764203245]"
"[1.0820006855847695, 5.098144486288275]"
"[1.0822335310478695, 5.121859828667946]"
"[1.0824599528287489, 5.142331999945136]"
"[1.0826934204910836, 5.157877644025811]"
"[1.082995915111009, 5.1756538201300595]"
"[1.0831242360566795, 5.192431060777072]"
"[1.0831596768221035, 5.207988186309829]"
"[1.0834926660474538, 5.225180220136642]"
"[1.08356148232156, 5.242716234503177]"
"[1.0837986298111248, 5.259527719679715]"
"[1.084004015865917, 5.2762777883199785]"
"[1.0842092026994783, 5.2965563649855385]"
"[1.0844791878426407, 5.320646106920311]"
"[1.0846468433007235, 5.342799706409549]"
"[1.0848105313232816, 5.359109402759166]"
"[1.0851313719676363, 5.377968641473037]"
"[1.0851183883194129, 5.3960565120723984]"
"[1.08536936856377, 5.412673494372475]"
"[1.0855303375441763, 5.435154435698724]"
"[1.085697542247512, 5.455864438216293]"
"[1.0860048525387698, 5.473848464507751]"
"[1.0862157815809534, 5.491248629528639]"
"[1.0863039636558807, 5.509271493832702]"
"[1.086519923735078, 5.525608226121807]"
"[1.086594960716771, 5.543990324377511]"
"[1.0869519859697547, 5.560358207158682]"
"[1.086962683405419, 5.5791573662936775]"
"[1.0872541204433095, 5.594883740861802]"
"[1.0873734873804914, 5.612050757693896]"
"[1.0875560269560132, 5.629815208356715]"
"[1.087864133624202, 5.654252733997274]"
"[1.0881223353998253, 5.676079768549838]"
"[1.0882837064915454, 5.698015297934731]"
"[1.0886173725012236, 5.715951878642456]"
"[1.088802973109669, 5.732969825944501]"
"[1.089154641924342, 5.756035404562455]"
"[1.0894403387757878, 5.776512625531154]"
"[1.089799611470827, 5.7980275192007875]"
"[1.0900497281254402, 5.819818187549057]"
"[1.0903937264736747, 5.8365342415584465]"
"[1.0907075808203692, 5.854875833767423]"
"[1.091092113051317, 5.8726359803089965]"
"[1.0911462545756867, 5.888754266776984]"
"[1.0915222129791924, 5.905764566600472]"
"[1.0917981995554056, 5.9247860620749]"
"[1.091922641671606, 5.93871064222253]"
"[1.0921118353117933, 5.953045502577648]"
"[1.0924168218020598, 5.974445653660825]"
"[1.0926139766211382, 5.994550787752905]"
"[1.0927259959203783, 6.017545396044357]"
"[1.0928951212038118, 6.03866587333172]"
"[1.0932812433745747, 6.0608094466600475]"
"[1.093352930718651, 6.07714485846635]"
"[1.0936563099087493, 6.09302375090409]"
"[1.093885495970396, 6.116649907596737]"
"[1.0940200665268185, 6.136519242331223]"
"[1.094099339983711, 6.152445005379876]"
"[1.0942386389225323, 6.171035554966382]"
"[1.0943467920037646, 6.191457525035081]"
"[1.0945083045270592, 6.202858946614343]"
"[1.0947090081549642, 6.219307121078956]"
"[1.0948988758433147, 6.237998236024163]"
"[1.0950810574446437, 6.254564368541572]"
"[1.0953980635653322, 6.272954769585159]"
"[1.0952415015254833, 6.291259923720686]"
"[1.0954883348784665, 6.306611379170791]"
"[1.0956999820953124, 6.325237428048737]"
"[1.0957567914588406, 6.349621293572967]"
"[1.0959890669643833, 6.370990069481807]"
"[1.0962112462494717, 6.393375782787407]"
"[1.0960514758542383, 6.411726843971569]"
"[1.0962354460713277, 6.431811168999274]"
"[1.0966937087391686, 6.4514884409910165]"
"[1.0966870146569836, 6.468425911717869]"
"[1.0968332796905822, 6.486350452534678]"
"[1.0972595186305452, 6.504165972383132]"
"[1.0971938481401302, 6.520538786613785]"
"[1.0972873247880934, 6.537326312347057]"
"[1.0974337781028995, 6.555441122458282]"
"[1.097539360852603, 6.57360578172102]"
"[1.097577054057355, 6.5906153989859755]"
"[1.0979715773853385, 6.608887422191485]"
"[1.0979179715594447, 6.627072258720154]"
"[1.0981526591425832, 6.646465177560602]"
"[1.0984253704668883, 6.665608717589472]"
"[1.098426581489584, 6.689616912517765]"
"[1.0990444568412054, 6.716485187958964]"
"[1.0991279815003023, 6.735422894113527]"
"[1.0991056066603384, 6.754741197602849]"
"[1.0992320229542, 6.778288213332136]"
"[1.0994360762053172, 6.798833877225047]"
"[1.0997166633706756, 6.815568307438009]"
"[1.0997158838523098, 6.831883026092477]"
"[1.0997414183062781, 6.850371951851321]"
"[1.100006992373189, 6.868794368297072]"
"[1.0999379529141249, 6.885117584237915]"
"[1.0999949416731187, 6.90036054416083]"
"[1.100043261848059, 6.918341287102089]"
"[1.1000847288270945, 6.93354510197873]"
"[1.1000938495390522, 6.952246086165759]"
"[1.100146123158346, 6.968251570964007]"
"[1.100375466955603, 6.985654408214539]"
"[1.1003478933535755, 7.0034368405193765]"
"[1.1005330733703358, 7.023241995206614]"
"[1.1003958817701898, 7.045655783323381]"
"[1.1004981104678002, 7.066036262662835]"
"[1.1005856346306382, 7.090076069310925]"
"[1.1007959261742366, 7.110334984209377]"
"[1.100745002031943, 7.127542879431589]"
"[1.1009054039317314, 7.143546553125712]"
"[1.1007093493729503, 7.159435164280363]"
"[1.1007883548204394, 7.177096364392337]"
"[1.1008977589977096, 7.192520487865183]"
"[1.1009017229091094, 7.2088469743363905]"
"[1.1011181412408941, 7.225117952433194]"
"[1.1012947420990011, 7.238572849342027]"
"[1.1015963143066445, 7.254506426036629]"
"[1.1012411081576507, 7.272544004339482]"
"[1.1013241460191951, 7.284862317400028]"
"[1.1016184396376882, 7.301087302611881]"
"[1.1015009677845866, 7.316934346809437]"
"[1.1014547152523892, 7.336183987754593]"
"[1.1015578416039171, 7.357183959374134]"
"[1.1016495520200618, 7.377312486170448]"
"[1.1018017261357043, 7.401768091413216]"
"[1.1017558827567038, 7.42451875635413]"
"[1.1018575035310896, 7.440336386037876]"
"[1.1019959954405385, 7.4584353786295985]"
"[1.1022205502207822, 7.475897680255307]"
"[1.1024101768464125, 7.493367849577404]"
"[1.10246473967258, 7.512543688244277]"
"[1.1027482923828096, 7.528930564747468]"
"[1.1029614764393332, 7.547681409011262]"
"[1.1033050366739614, 7.566446426834053]"
"[1.1033807947325445, 7.582705041167376]"
"[1.1036051971067513, 7.600993486136999]"
"[1.1038439377702198, 7.617990709759364]"
"[1.1043248923934443, 7.63617279333448]"
"[1.1045834689141973, 7.655233816046471]"
"[1.1048826408559236, 7.6792186405161695]"
"[1.1053194423690555, 7.702047322032228]"
"[1.1057682301615397, 7.727244891810643]"
"[1.1059559979300555, 7.74309967754549]"
"[1.1063566939491214, 7.763937229603277]"
"[1.1068176001447967, 7.78684151867705]"
"[1.1068295853558099, 7.803569618322465]"
"[1.107147322559562, 7.820914022880307]"
"[1.1075222729719294, 7.8379860728556805]"
"[1.1078634233874123, 7.855049657788427]"
"[1.1081470312875341, 7.870693849878427]"
"[1.1083492194771103, 7.88790800459159]"
"[1.1085570510076277, 7.902576703216579]"
"[1.1090273020269044, 7.919778237353933]"
"[1.1091121098285746, 7.9367250055950445]"
"[1.109362302199464, 7.9535770597199]"
"[1.1096599750338676, 7.97080861663126]"
"[1.1098074052456994, 7.98784743686433]"
"[1.110016923659781, 8.00899611242502]"
"[1.1103956807422737, 8.029476133156429]"
"[1.1106900097640124, 8.052023195319489]"
"[1.1107078815523777, 8.077639830780978]"
"[1.110955305440951, 8.100392906778188]"
"[1.1110716815006132, 8.116991640072692]"
"[1.1112891712770159, 8.135650181536633]"
"[1.1114768026222979, 8.151405227395552]"
"[1.1115180472991928, 8.16991986900168]"
"[1.111780735458973, 8.18786377771471]"
"[1.111767169685988, 8.202398163593642]"
"[1.1118292250263075, 8.220106036946799]"
"[1.1119365523152878, 8.237695769928186]"
"[1.1120872249100753, 8.255826642976828]"
"[1.1120568653515095, 8.27342779513063]"
"[1.11210274203708, 8.294363544898461]"
"[1.11225291079578, 8.315904862852824]"
"[1.1120900064835981, 8.334309696564247]"
"[1.112385193570399, 8.353421814130716]"
"[1.1124636125194869, 8.374504786701529]"
"[1.1124456427099525, 8.391926419703266]"
"[1.1125255856048402, 8.415388051429508]"
"[1.1126170840006928, 8.43700184466259]"
"[1.1125973379006013, 8.45884179265018]"
"[1.1126760206388013, 8.477623380025436]"
"[1.112741486051354, 8.496462245991694]"
"[1.1128634213943007, 8.511730757122063]"
"[1.1128940770582492, 8.529605075865781]"
"[1.1130420767587572, 8.546984277158197]"
"[1.1127081295357701, 8.561085429600787]"
"[1.1128335633850555, 8.577629990526859]"
"[1.1129803536330398, 8.59304944142367]"
"[1.1129896608786252, 8.61264684847532]"
"[1.1130011665428603, 8.63430845541653]"
"[1.1129918073250284, 8.649330443865688]"
"[1.1129311079527524, 8.668525767299633]"
"[1.112911431213692, 8.691968275228753]"
"[1.1133128701174684, 8.70890934408111]"
"[1.1132422661365835, 8.729136999018932]"
"[1.1136193305052795, 8.752347500134935]"
"[1.1134257260921592, 8.771479716594039]"
"[1.113643079418461, 8.793621696132082]"
"[1.1138121091843012, 8.810550412057225]"
"[1.1139705700815254, 8.82827840968791]"
"[1.1140494688512375, 8.846388802333061]"
"[1.1141292793888637, 8.862572464387615]"
"[1.1143296309291921, 8.88041074747858]"
"[1.1143678587673786, 8.89923540322861]"
"[1.1146593963699387, 8.915250982097263]"
"[1.1147423598532242, 8.933993440728326]"
"[1.1149715710381665, 8.952697221312226]"
"[1.1150186008391805, 8.974028538815237]"
"[1.115000871157329, 8.993940744492498]"
"[1.1151280869104423, 9.014050869898707]"
"[1.115392258398727, 9.037802999624704]"
"[1.115450396029137, 9.055676896594104]"
"[1.115507042376206, 9.079642917422447]"
"[1.1164503421957646, 9.151125895398552]"
"[1.1164516199918748, 9.151259468133874]"
"[1.1155544380511795, 9.075193783262538]"
"[1.1154709605333424, 9.097100257312036]"
"[1.115482765931675, 9.11841157393618]"
"[1.1154839782233403, 9.138206915590297]"
"[1.1155650438387172, 9.155797899056891]"
"[1.115669020611818, 9.173429548110672]"
"[1.1157234875314574, 9.190459447054764]"
"[1.1154380969568032, 9.206838854489414]"
"[1.1153662482903022, 9.225833655674794]"
"[1.1155385612711375, 9.242423269652505]"
"[1.11534362752884, 9.261302545687387]"
"[1.115645827285243, 9.277483651370595]"
"[1.1156537171497845, 9.30019530591875]"
"[1.1158100677185665, 9.319269307439587]"
"[1.1157145044572536, 9.33816319449506]"
"[1.1157619578961577, 9.361627163976596]"
"[1.11585123927642, 9.379256176605068]"
"[1.1159282507820047, 9.397717905182256]"
"[1.116026547543781, 9.42082366527478]"
"[1.1160153920599496, 9.442263938184292]"
"[1.1161863046338076, 9.464135769897275]"
"[1.1163735942595971, 9.483590531338804]"
"[1.1163665147246498, 9.500236641010424]"
"[1.1164955263310428, 9.519018916406122]"
"[1.1166246646243716, 9.5367245402644]"
"[1.117079099929233, 9.553489912711091]"
"[1.1169681939738723, 9.57219574899924]"
"[1.116875800077571, 9.588358452269294]"
"[1.117139467709592, 9.605566230440518]"
"[1.1171709781034336, 9.62449448312148]"
"[1.1172977330059286, 9.645441001518508]"
"[1.1174403173126497, 9.665654045723448]"
"[1.1175767185641556, 9.68634799828413]"
"[1.117682213813201, 9.706047696432268]"
"[1.1177025773328455, 9.725443845009474]"
"[1.1178556861861497, 9.746284225705221]"
"[1.117957365872314, 9.768587948121887]"
"[1.11796066477829, 9.791302320371692]"
"[1.118166075145729, 9.80847070293849]"
"[1.11827907793452, 9.827014429844235]"
"[1.1184440220109102, 9.843994637682988]"
"[1.1186518388928928, 9.861830360771233]"
"[1.1187273761663117, 9.87893710038417]"
"[1.1187672091886183, 9.896516647163242]"
"[1.1188085669806007, 9.914434201493611]"
"[1.1188113257649248, 9.932330066790561]"
"[1.1190094028317228, 9.948384773164443]"
"[1.1188764591438063, 9.96903779787801]"
"[1.118944331612052, 9.989341233543056]"
"[1.1190538655616167, 10.00335205387942]"
"[1.119193532053233, 10.02509130840942]"
"[1.119169680828488, 10.043847703243078]"
"[1.1191801177419758, 10.059008384388575]"
"[1.1192153457275682, 10.077971976639787]"
"[1.1194559509972875, 10.09931431421573]"
"[1.119332428684494, 10.121920910769159]"
"[1.1192829880154194, 10.145727785152804]"
"[1.1192717406335384, 10.163646359043947]"
"[1.119195134571561, 10.180784542372905]"
"[1.119093425675813, 10.199696112522632]"
"[1.1189156036314643, 10.21533765641774]"
"[1.1185317543192024, 10.23362182179271]"
"[1.118550363896298, 10.251292500542997]"
"[1.1185544028204968, 10.266682996129457]"
"[1.1187246015374588, 10.288006338385268]"
"[1.118689371100954, 10.309139883218604]"
"[1.1186255791010546, 10.32404443582202]"
"[1.1187369892699004, 10.344390387537798]"
"[1.1188180502453364, 10.365433896682232]"
"[1.118909528654169, 10.384627914615171]"
"[1.1186852685588142, 10.400492736493566]"
"[1.1186941979887788, 10.420833385382338]"
"[1.118730915747905, 10.444928498724922]"
"[1.1187316335186734, 10.462955158926079]"
"[1.1185192299967388, 10.481744583161907]"
"[1.1186821683093207, 10.499088407638173]"
"[1.1187398366036452, 10.514930968891003]"
"[1.118785060328045, 10.534346785434774]"
"[1.1186947143814738, 10.55174599621642]"
"[1.1185739289041665, 10.570343528588847]"
"[1.1188085841954978, 10.587489441581674]"
"[1.1189245458283066, 10.60687482000091]"
"[1.1187933512617527, 10.623559393542697]"
"[1.119110407225165, 10.646324357318566]"
"[1.1189577992239395, 10.66534176898224]"
"[1.1189530532974703, 10.68505477522622]"
"[1.1189722446013788, 10.708877706921413]"
"[1.1190245144158992, 10.728264428352329]"
"[1.119164708600355, 10.749780531025104]"
"[1.119106474128587, 10.772169000851305]"
"[1.1193503565790521, 10.793587415194263]"
"[1.1195815481423028, 10.813194287506017]"
"[1.1198598427039335, 10.830250493295019]"
"[1.1198971402715676, 10.848982601001818]"
"[1.1200715449464644, 10.866176064171746]"
"[1.1202247030837686, 10.883658761274402]"
"[1.1203489185056932, 10.900304515469175]"
"[1.1205342236691183, 10.918773757204535]"
"[1.1205532156246176, 10.935843403026164]"
"[1.1207338032542382, 10.95467519289007]"
"[1.120958863506955, 10.970636669659344]"
"[1.1210160773122377, 10.989934894662168]"
"[1.1210016059407888, 11.013635077167104]"
"[1.1213409107083239, 11.029369123364031]"
"[1.121307756967291, 11.049857844846109]"
"[1.1214791526630643, 11.077082133659234]"
"[1.121498833490068, 11.09966492176678]"
"[1.1217361526329785, 11.118782218688297]"
"[1.121728094431357, 11.134553001294384]"
"[1.121875050329953, 11.15227928791671]"
"[1.1219910689151331, 11.170140626842437]"
"[1.1222072779382712, 11.186714090894387]"
"[1.1220635215779082, 11.205473760669493]"
"[1.122298952483499, 11.223601550395687]"
"[1.1224426755268897, 11.239818054681765]"
"[1.1228407109604395, 11.258176983061576]"
"[1.1227468988441323, 11.27523812594324]"
"[1.122768402981956, 11.29254016503753]"
"[1.1229380281572656, 11.30907817080651]"
"[1.1231241767776905, 11.329780910000292]"
"[1.1231762424340141, 11.351495236213745]"
"[1.1233485998222381, 11.369200308509283]"
"[1.123480242973997, 11.392747506615091]"
"[1.1236134903530524, 11.4182289275511]"
"[1.123838978356576, 11.437720698543771]"
"[1.1239360535474638, 11.454944628158659]"
"[1.1244024968281228, 11.471346090970918]"
"[1.124438205053212, 11.49086603640547]"
"[1.1246256676901516, 11.505678091120798]"
"[1.124781114634618, 11.523875984045025]"
"[1.1250653781793816, 11.539711950889158]"
"[1.1252275066622208, 11.556862890831313]"
"[1.1254832337537142, 11.57545290520691]"
"[1.1256505615941754, 11.591807814664186]"
"[1.1260815414465293, 11.610413082704376]"
"[1.1262446055156148, 11.628171722242396]"
"[1.1263446937421515, 11.643656046583384]"
"[1.1265485744014627, 11.66073008583163]"
"[1.1266305348211876, 11.67993782527216]"
