"[1.1428935415654626, 1.0336847645864067]"
"[1.1426278717992762, 1.2372432093148371]"
"[1.1426296650098111, 1.2489945357891814]"
"[1.142639488232801, 1.2611648217758153]"
"[1.142624538254941, 1.272649586915597]"
"[1.1426019605569344, 1.2846594166049843]"
"[1.1426016101795147, 1.2968326359995122]"
"[1.1426010110923825, 1.3088535124721232]"
"[1.1425961284137074, 1.3207493380297162]"
"[1.142595579313763, 1.3329192261888647]"
"[1.1426047462175888, 1.344467968621317]"
"[1.1426107707432913, 1.3554658596065194]"
"[1.1426061997468633, 1.3672558772755186]"
"[1.1426224628892692, 1.3825451800680744]"
"[1.142626858707476, 1.398757473224682]"
"[1.1426185982014228, 1.413079815971234]"
"[1.1426178037582189, 1.4246172047547434]"
"[1.1426291066486483, 1.4363556327249738]"
"[1.1426584428842173, 1.4485421717576168]"
"[1.1426300069459414, 1.460038908587531]"
"[1.142643361986121, 1.4694989768649438]"
"[1.142657089541685, 1.4802330918232485]"
"[1.1426537606824998, 1.4914161190280226]"
"[1.1426515073460706, 1.5033754644507762]"
"[1.14266238326245, 1.5152794948920472]"
"[1.1426693199929676, 1.5259701820004814]"
"[1.1426780615348275, 1.538001923890893]"
"[1.1426566033301542, 1.549829005279705]"
"[1.142689534522324, 1.5613847810634964]"
"[1.1426690226096972, 1.573142744066838]"
"[1.142677296260532, 1.5858348278025491]"
"[1.1426818649355905, 1.5970499665874893]"
"[1.1426911241334354, 1.6084185686776342]"
"[1.1426811994329114, 1.619553439369163]"
"[1.1427338420412014, 1.6314160951211594]"
"[1.1426850834942728, 1.6412232697222868]"
"[1.1427053052406289, 1.6531858113809668]"
"[1.1427007702978211, 1.664045472567959]"
"[1.1427085516991484, 1.6749977645373515]"
"[1.1427154195724547, 1.6864217542583622]"
"[1.1427219312878147, 1.697674988719569]"
"[1.1427160302108001, 1.7088934249020549]"
"[1.1427265454818276, 1.724169209788572]"
"[1.1427431999996203, 1.739803589384411]"
"[1.1427563969622463, 1.753834431599355]"
"[1.1427517931768394, 1.7662587387316777]"
"[1.1427654857789438, 1.7783693779000376]"
"[1.142749355506986, 1.7903360309663674]"
"[1.1427756239983702, 1.803258747606389]"
"[1.142775985336042, 1.8146657468431595]"
"[1.1427871866802835, 1.8263630417434076]"
"[1.1427795765873006, 1.8377442126757506]"
"[1.1427775343476612, 1.8492190654281073]"
"[1.1427805300852416, 1.8610039983338518]"
"[1.1428024708105469, 1.8726541483879913]"
"[1.1428089380488595, 1.8839716426006277]"
"[1.1428218481616566, 1.8954901003961084]"
"[1.1427842443063676, 1.9064050350637065]"
"[1.1428309827158714, 1.9188629696370054]"
"[1.1428217124346165, 1.930273859997127]"
"[1.1428257003571567, 1.9415456590874067]"
"[1.1428334113318395, 1.952830686683403]"
"[1.1428517547862866, 1.9647001736511907]"
"[1.14285800099722, 1.9767640640780695]"
"[1.1428812143092855, 1.988204685654276]"
"[1.1428753686333835, 1.998005804921796]"
"[1.1428787436168815, 2.0109784232108634]"
"[1.1428949515033595, 2.021253833396835]"
"[1.1429127420052805, 2.032398877431672]"
"[1.142938823539919, 2.043459479020758]"
"[1.142921200581805, 2.057854709372826]"
"[1.1429325289892602, 2.0732905771501096]"
"[1.1429523452130992, 2.0873235326939477]"
"[1.1429605164296421, 2.1004962118102437]"
"[1.1429881745558872, 2.112484959457968]"
"[1.1429793090123646, 2.1234630243004142]"
"[1.1429825149454758, 2.1351600364405283]"
"[1.1429724690574516, 2.1469675653075213]"
"[1.1429968159828305, 2.1587452098252977]"
"[1.1430030360811838, 2.1714071069047947]"
"[1.1430183385851584, 2.182587558252862]"
"[1.1430239345111164, 2.193279383862514]"
"[1.1430248356954904, 2.205274670007343]"
"[1.1430344856887995, 2.215914266533372]"
"[1.1430741259976689, 2.226994521542707]"
"[1.1430780620431658, 2.2373861759406055]"
"[1.1430865107349673, 2.24725016292483]"
"[1.1430941072733167, 2.2579460870299948]"
"[1.1431172059113843, 2.2684393259922127]"
"[1.143109542849713, 2.2799705425782206]"
"[1.143130657859781, 2.291722653871828]"
"[1.1431492432480488, 2.3032959893849902]"
"[1.1431620988422275, 2.3145998769969354]"
"[1.1431712328282801, 2.3264786879043955]"
"[1.143168480898126, 2.3379849315603414]"
"[1.1431889400549962, 2.35034719828745]"
"[1.1431897179700052, 2.3617624850444185]"
"[1.1431947744114683, 2.3697444850378133]"
"[1.1432045511503572, 2.377687869506382]"
"[1.1432621382856072, 2.387957198954974]"
"[1.1432532473786436, 2.401938991122781]"
"[1.1431638143150469, 2.414788543475522]"
"[1.143109762024145, 2.42457736372811]"
"[1.1431011794448855, 2.4346244422149446]"
"[1.143090318394856, 2.4412538488833446]"
"[1.143113518269631, 2.4447902496277534]"
"[1.1430744433577862, 2.4430835775362207]"
"[1.1430406809656226, 2.446406833931101]"
"[1.1430787093524675, 2.4547457988626338]"
"[1.1430966013930337, 2.4660328727934813]"
"[1.1431141455183256, 2.4794340162558584]"
"[1.1432597424937294, 2.4939185590736463]"
"[1.1432578159107514, 2.509586280294569]"
"[1.1433739568045567, 2.525732796506573]"
"[1.1432293070329738, 2.54183204746321]"
"[1.1435063247898505, 2.55883000032518]"
"[1.1436020958309798, 2.5760562192659644]"
"[1.1435974073632633, 2.5944398383381246]"
"[1.1437784262279558, 2.6129614808674733]"
"[1.143821696164961, 2.631912768784697]"
"[1.1438645604174256, 2.650243033599224]"
"[1.144050246033121, 2.668357718451839]"
"[1.1440649682442066, 2.686558146717213]"
"[1.144109315320992, 2.7040837415725436]"
"[1.1442562759823307, 2.722954584327737]"
"[1.144341468865002, 2.7459239796518706]"
"[1.1445261869735222, 2.769107193308154]"
"[1.1445708573345974, 2.79027301477203]"
"[1.1447066930626009, 2.8072429644108854]"
"[1.1447333172666476, 2.8251976052557572]"
"[1.1448798656798727, 2.8426862897599077]"
"[1.144938125290232, 2.860034421002262]"
"[1.1450036535829518, 2.875498968146301]"
"[1.1449490536487155, 2.891232452391859]"
"[1.1451325523587255, 2.9081223460584122]"
"[1.145180442688127, 2.9232298745581025]"
"[1.1450340827511636, 2.941551037333792]"
"[1.1452057051169853, 2.9576232857167]"
"[1.1452324672427892, 2.974544484193115]"
"[1.145298412088667, 2.991898084965435]"
"[1.1453546762512274, 3.008674941071585]"
"[1.145361082720521, 3.025536563250433]"
"[1.1454047664999236, 3.0414284222439023]"
"[1.1454604098165633, 3.0587059011510584]"
"[1.1455721812760857, 3.0805444564005993]"
"[1.145628894437379, 3.105045094993911]"
"[1.1458234535510743, 3.1292408936887814]"
"[1.1457613625503462, 3.1439967613608912]"
"[1.1458011798952334, 3.160208220726009]"
"[1.1458530517197194, 3.1792799147848645]"
"[1.1458069880787016, 3.1924505737862523]"
"[1.1461917593211581, 3.2094876463182636]"
"[1.146017662465449, 3.2248004805643373]"
"[1.1460832603632702, 3.238329019412646]"
"[1.1461439601069145, 3.2554425990799487]"
"[1.1457913444638859, 3.272219454225737]"
"[1.1459654121945377, 3.286647340149719]"
"[1.1461341484650815, 3.297080019003617]"
"[1.1460116746212639, 3.311648111892607]"
"[1.1460060831315722, 3.324972873280835]"
"[1.145935050285912, 3.3403876997244195]"
"[1.1459522971025318, 3.3559373496781197]"
"[1.1459837911812547, 3.371533471396005]"
"[1.146004241183959, 3.3874951780241678]"
"[1.1458307716977951, 3.4074994909560337]"
"[1.1459194437281277, 3.4285676178226376]"
"[1.145681587120191, 3.448721974436483]"
"[1.1455556980872061, 3.465437061632217]"
"[1.1453300697596354, 3.4826415967580293]"
"[1.145289612860732, 3.4971900825895132]"
"[1.1450496622177966, 3.5141505057308526]"
"[1.1449276828742891, 3.5300307043993002]"
"[1.1447872887787898, 3.54713708605821]"
"[1.1446580791776009, 3.56276732065514]"
"[1.1445949396565167, 3.581953264850413]"
"[1.1445233393753387, 3.5993849959123585]"
"[1.144400467399584, 3.617101284735578]"
"[1.1442886174380116, 3.633950283176322]"
"[1.1442220253423092, 3.6499300530778216]"
"[1.144255919783403, 3.66654699572284]"
"[1.1438827009270351, 3.6853238269949236]"
"[1.1439148565414634, 3.7022035465205674]"
"[1.1437803880703092, 3.71833586189163]"
"[1.1436818189802487, 3.739231395220789]"
"[1.143563469621491, 3.7620120687656993]"
"[1.143446432121789, 3.7843224124775574]"
"[1.143437542053836, 3.8058027941035557]"
"[1.1433638849210386, 3.823750217276451]"
"[1.1433371500065104, 3.841446144555371]"
"[1.1432443376187484, 3.858679790772793]"
"[1.1432823275371167, 3.875389597938187]"
"[1.1433314287846212, 3.8923969182735063]"
"[1.143304764098268, 3.9109768880143374]"
"[1.143325311774659, 3.9280883516349743]"
"[1.1433340172476172, 3.9433832412748013]"
"[1.1433352331917295, 3.9599170113715]"
"[1.1433521231310633, 3.976431216903084]"
"[1.1432095136636269, 3.992827203668731]"
"[1.1432490226233345, 4.009863716414265]"
"[1.143239765261852, 4.027122584342825]"
"[1.1432492272074026, 4.044818374117417]"
"[1.1432320615501275, 4.061411541768437]"
"[1.1431874217241815, 4.083192439053519]"
"[1.143185524617831, 4.107667133060805]"
"[1.1431713551264766, 4.128881006592453]"
"[1.1432811947064305, 4.146174926470006]"
"[1.1433314117533016, 4.165213100101258]"
"[1.1433974306829522, 4.1782887803897255]"
"[1.1433602340790487, 4.198836023395632]"
"[1.1435000519342868, 4.208970985321517]"
"[1.1434711131484658, 4.223531382925544]"
"[1.1434208183910122, 4.241943283933425]"
"[1.1434769424280486, 4.256778048728157]"
"[1.1435301930493376, 4.27113487094881]"
"[1.1434998015782833, 4.291251979285947]"
"[1.1436045927722573, 4.299723944527058]"
"[1.1437079256077085, 4.313549147859429]"
"[1.1434902099530662, 4.329817531199601]"
"[1.1435988034990838, 4.344441262817919]"
"[1.1436779789498481, 4.360742915590877]"
"[1.1436126025664604, 4.377650209064312]"
"[1.1436862424281178, 4.392081260808432]"
"[1.143739063960241, 4.411138740702753]"
"[1.143778052336056, 4.435407059165946]"
"[1.1438462556781703, 4.457744927740196]"
"[1.1438953004916648, 4.475206343582333]"
"[1.1439646780856039, 4.492359439001312]"
"[1.144084586671502, 4.510086074781881]"
"[1.1440806367744478, 4.52439042486511]"
"[1.1439604796339666, 4.539612792403277]"
"[1.1441237451621846, 4.555439837560464]"
"[1.1441269461541383, 4.57371451840667]"
"[1.1441112185150795, 4.589954466765029]"
"[1.1441159526263873, 4.6055386310244755]"
"[1.1441913614206987, 4.623488587941213]"
"[1.1440463971855428, 4.639371751735401]"
"[1.144150588945465, 4.653560351245545]"
"[1.1441805197766775, 4.669509617042442]"
"[1.1440086611200178, 4.685833850898133]"
"[1.1442582744906908, 4.705731868682573]"
"[1.1440467122438556, 4.719027039577561]"
"[1.14403017367244, 4.7350402999760055]"
"[1.1439449017513015, 4.752503899941511]"
"[1.143864951361928, 4.775207407665029]"
"[1.1438770688122377, 4.797455028266234]"
"[1.1437945471855067, 4.81468415998959]"
"[1.1437571984431438, 4.833902779978797]"
"[1.143667162484474, 4.850179910792612]"
"[1.14362209854102, 4.866375409642475]"
"[1.1435484765787456, 4.885214429437036]"
"[1.143500836454255, 4.901358277879219]"
"[1.1434222226146733, 4.919152567440757]"
"[1.1434221769855697, 4.935360581400654]"
"[1.1433969729203186, 4.952450759406699]"
"[1.1433545556874962, 4.969242074184785]"
"[1.1433616686053056, 4.985454523378439]"
"[1.1433410541287725, 5.0021186005003795]"
"[1.1433598802701992, 5.018717571212986]"
"[1.1433084142667533, 5.035236771694104]"
"[1.1434542986206233, 5.052103742923686]"
"[1.1434411535631173, 5.0694401953061705]"
"[1.143490581437974, 5.089312082816243]"
"[1.1435940125181714, 5.111280561716296]"
"[1.1436926458677026, 5.133253992980421]"
"[1.1439211103044407, 5.153303662642133]"
"[1.1438796920686405, 5.17216733765869]"
"[1.1440462263421294, 5.192243659103677]"
"[1.1441487075986019, 5.20992064765576]"
"[1.1442316739329026, 5.227393037289341]"
"[1.1443630467890238, 5.246791249855767]"
"[1.1444758941455708, 5.262486046119118]"
"[1.144565503784068, 5.2769587584128415]"
"[1.1445920269078549, 5.292691547428928]"
"[1.1446256407210864, 5.311024391696544]"
"[1.1447227015138588, 5.3271168762622185]"
"[1.1448604473849322, 5.3409254727202935]"
"[1.1449207278931537, 5.359640421265567]"
"[1.145013815609024, 5.374642361820504]"
"[1.1450404537478378, 5.391879871242572]"
"[1.145325676427471, 5.411450213625973]"
"[1.1454048282361091, 5.4340406073410135]"
"[1.1455763369270284, 5.456920756138063]"
"[1.1457183527528423, 5.479151893199795]"
"[1.1458426317741222, 5.499245944191258]"
"[1.145991212436121, 5.5187419954149854]"
"[1.1461590559301642, 5.537111773004603]"
"[1.146304915925492, 5.5529580399677965]"
"[1.1464240797012477, 5.569311771075885]"
"[1.1466185518175425, 5.587690652524936]"
"[1.1467744507595388, 5.603087063145496]"
"[1.1469075737641679, 5.621341561302695]"
"[1.147060300807389, 5.63668004828747]"
"[1.1470199569995079, 5.652253786270883]"
"[1.147070368502654, 5.665223186307128]"
"[1.1473481093681182, 5.681312644797611]"
"[1.147458442148346, 5.698201428299357]"
"[1.147653379445629, 5.714679574373352]"
"[1.147847673266315, 5.733752254228149]"
"[1.1480400895749459, 5.755236764618317]"
"[1.1482489148225743, 5.777334596031216]"
"[1.1484750662017484, 5.801199068279547]"
"[1.1487170625140781, 5.824511127104625]"
"[1.1488768626644097, 5.8456825192715245]"
"[1.1489788746359444, 5.864897126768984]"
"[1.1491529701940821, 5.882911344196494]"
"[1.149238712347534, 5.900355151774031]"
"[1.1493976869075566, 5.917801329181552]"
"[1.1495041108804742, 5.935049370074858]"
"[1.149602712918716, 5.954088597418942]"
"[1.1497680445229748, 5.969451044464433]"
"[1.1497811247239802, 5.988714791470856]"
"[1.1498537369632982, 6.0052776643334616]"
"[1.1498612662480925, 6.0204317549366335]"
"[1.1498172045643205, 6.03737366136958]"
"[1.1498784957225612, 6.055924760379463]"
"[1.1497395797066547, 6.071675353180344]"
"[1.1496846623797685, 6.090557554009191]"
"[1.149715495477488, 6.114804251537324]"
"[1.1496826152469417, 6.138926894042302]"
"[1.149727932316689, 6.160471776607632]"
"[1.1496931184288424, 6.180453911739611]"
"[1.1496309441363595, 6.197939328088105]"
"[1.149566083419084, 6.214843090248263]"
"[1.1495075595891195, 6.231628374838997]"
"[1.1494291202350368, 6.249993787670053]"
"[1.1493939905701613, 6.266077735456617]"
"[1.1494408907814386, 6.282640574018623]"
"[1.1493953186531067, 6.299262657019913]"
"[1.1493466371813128, 6.313785026421424]"
"[1.1493365682020613, 6.330378909530997]"
"[1.1492344701491561, 6.346889036537192]"
"[1.1492262284303418, 6.3587872575317945]"
"[1.1492520095718963, 6.375037241507381]"
"[1.1490103789454948, 6.3898339185152615]"
"[1.1490256931107803, 6.403808571756372]"
"[1.148945761844618, 6.4219479575928915]"
"[1.1489648499188891, 6.444733373528567]"
"[1.1488884372627368, 6.468566525617797]"
"[1.1488737972680518, 6.4911795909008285]"
"[1.148790493503785, 6.510832942810615]"
"[1.1487933808877033, 6.52762770992557]"
"[1.1487439625208262, 6.544615695638564]"
"[1.1487686309034941, 6.562732832304442]"
"[1.1487849159371935, 6.5796093273268825]"
"[1.148817078133785, 6.598097583215334]"
"[1.1487814237151175, 6.612887034265831]"
"[1.148747257535108, 6.628929319793705]"
"[1.1488322738461578, 6.645552024005583]"
"[1.1487771538713307, 6.663968707401755]"
"[1.1487075069129358, 6.680671171873782]"
"[1.1486676759538712, 6.697682856113253]"
"[1.1486388987799114, 6.714685611373393]"
"[1.1486046452072942, 6.732461649210885]"
"[1.1484814163731176, 6.748262346826096]"
"[1.1484172153198315, 6.768141276294655]"
"[1.1482947342123973, 6.789948272371819]"
"[1.148233972724771, 6.813712363381365]"
"[1.1482026778920538, 6.834458361094424]"
"[1.1481674692382715, 6.853616403221197]"
"[1.1480191796161943, 6.873192677069472]"
"[1.147932255418526, 6.889374685560885]"
"[1.1478249287203106, 6.907186376421099]"
"[1.1478301330805312, 6.922685940060776]"
"[1.1477087707703049, 6.940463419068414]"
"[1.1476646475956265, 6.956003822958176]"
"[1.147646749901898, 6.972112922327139]"
"[1.1474890279557177, 6.986791713100427]"
"[1.1474438069786097, 7.002931203062657]"
"[1.1472821713477042, 7.019857166270322]"
"[1.147240403084809, 7.039147941185201]"
"[1.147144829263462, 7.05584545587374]"
"[1.1471215496055085, 7.070979088840415]"
"[1.1470923191327844, 7.089601746359212]"
"[1.147135381202929, 7.109563890023477]"
"[1.1471398670479946, 7.13363358604966]"
"[1.1471233952365745, 7.156805538280839]"
"[1.1472112090467663, 7.177141937310931]"
"[1.1472703468116603, 7.19588955505613]"
"[1.1473801279917326, 7.22249902957]"
"[1.1488776260988023, 7.294473224104531]"
"[1.1488795234415465, 7.294524933080116]"
"[1.1483147467028219, 7.263135337728255]"
"[1.148320319649534, 7.285764385321408]"
"[1.1485491946164958, 7.334023137519642]"
"[1.1486125153932114, 7.350131464150292]"
"[1.1481502161552948, 7.313195891440666]"
"[1.148082050716755, 7.3162530968076]"
"[1.1481018745499598, 7.353208215396515]"
"[1.1479547109685504, 7.289532031509335]"
"[1.1478583845534431, 7.282172864021754]"
"[1.147790693399922, 7.286875429830051]"
"[1.1477281892823756, 7.298194086845941]"
"[1.1477775469688438, 7.313034058341257]"
"[1.1477084669807374, 7.328663511159375]"
"[1.1477316586846686, 7.346407522831351]"
"[1.1477138330378833, 7.360531020823001]"
"[1.147777446950204, 7.378016734928565]"
"[1.147713677386839, 7.393206977702705]"
"[1.1476849035740935, 7.407468970035303]"
"[1.1476847434508233, 7.4251936025791165]"
"[1.1476593761215235, 7.445905969921344]"
"[1.1476161295265102, 7.466812326132097]"
"[1.1475455244712867, 7.4891965930863735]"
"[1.1475555819912016, 7.5109536477007675]"
"[1.1475232497164463, 7.531017362154438]"
"[1.1474148924096568, 7.547675083403684]"
"[1.1473049159770392, 7.56004662518601]"
"[1.1473504009502775, 7.574069624634443]"
"[1.147256410475241, 7.59122766499195]"
"[1.147532040530322, 7.6058338490554025]"
"[1.1473231000410975, 7.622448984121218]"
"[1.147389736770757, 7.637958267264778]"
"[1.1472482511583482, 7.652927253462758]"
"[1.1472423288140567, 7.667498592924556]"
"[1.147223803886856, 7.682426054278103]"
"[1.1475210290039721, 7.699415419246386]"
"[1.1474813384140614, 7.713491553724716]"
"[1.1474695744395336, 7.7292522465665]"
"[1.147518050878683, 7.7439840846635315]"
"[1.1477744381838244, 7.7623038347766204]"
"[1.1476559685785823, 7.784104068570175]"
"[1.1475142768109667, 7.805502146667792]"
"[1.1474738711742423, 7.8235543575460795]"
"[1.147453768190589, 7.843176228593159]"
"[1.1473368195122116, 7.861392001408651]"
"[1.1473278240703497, 7.878880949364269]"
"[1.1472303474571608, 7.896375493564121]"
"[1.147162406627078, 7.915064524092382]"
"[1.1471327422234077, 7.9321444653935655]"
"[1.1470469844495557, 7.948792867772303]"
"[1.1469668017354409, 7.965839926027165]"
"[1.146912780297938, 7.982726828629601]"
"[1.146850172339413, 7.999864648966706]"
"[1.1468127944441266, 8.018332579675663]"
"[1.146796339569183, 8.035092161943734]"
"[1.146781778891412, 8.05222244829424]"
"[1.1467770749272346, 8.069734581423294]"
"[1.1467289968098606, 8.086030058148424]"
"[1.1467000310676927, 8.105963166338405]"
"[1.1466609336533085, 8.13067441834276]"
"[1.1466887514823496, 8.150192205654934]"
"[1.1466775423408186, 8.1731054914374]"
"[1.1467976748293034, 8.19183403295836]"
"[1.1467443309351275, 8.207889798579055]"
"[1.1468557244658082, 8.223940614175525]"
"[1.1469184171421571, 8.242268089114818]"
"[1.1469448217505058, 8.258662107897084]"
"[1.1470300446289055, 8.274960855010157]"
"[1.1471007805615152, 8.291368495633938]"
"[1.1472539184640862, 8.308331282972716]"
"[1.147229795659686, 8.325847488734173]"
"[1.1474473159053116, 8.342931654264058]"
"[1.147475121253379, 8.36045284203925]"
"[1.1476413554405578, 8.378068208381872]"
"[1.1476795981072814, 8.395782769447464]"
"[1.1477465433569378, 8.413370844021388]"
"[1.1478540378778663, 8.430684122120677]"
"[1.1479482855969732, 8.451581586708286]"
"[1.1480896081061478, 8.469746768467735]"
"[1.148165302583633, 8.492673006107518]"
"[1.1482636739718757, 8.514184398684517]"
"[1.1484252041033154, 8.53107057667127]"
"[1.1484932574627507, 8.547601521973357]"
"[1.1485193087782812, 8.562478067449558]"
"[1.1485486454459795, 8.57834627868986]"
"[1.1486937652520641, 8.594987577333335]"
"[1.1487051344237127, 8.608140674180964]"
"[1.1487418304920702, 8.623468330280216]"
"[1.1488455538095428, 8.641466196945252]"
"[1.1486508561284623, 8.657683594862302]"
"[1.1488027980835183, 8.673383423969083]"
"[1.1488428880031953, 8.689480725125534]"
"[1.1489196088077978, 8.706444964005]"
"[1.148877503226994, 8.723308124804888]"
"[1.1489694527875656, 8.739686043169476]"
"[1.149048539277949, 8.756554162019546]"
"[1.1490557768791907, 8.773536774015186]"
"[1.148973541863786, 8.79284834347188]"
"[1.1490727661158406, 8.815999098942811]"
"[1.1489861560200463, 8.835700250777059]"
"[1.1489445871048036, 8.854445531714562]"
"[1.1488525857780647, 8.87208588678555]"
"[1.1488335096887834, 8.88949190050646]"
"[1.1487427595136532, 8.906802888298762]"
"[1.1486268606641414, 8.923585653845306]"
"[1.1486003535080553, 8.939936533785685]"
"[1.148401258433498, 8.958943573275583]"
"[1.1483273486022818, 8.975665296671796]"
"[1.1482253344584905, 8.992298110470434]"
"[1.1481179862118946, 9.008931873339977]"
"[1.1480040610195252, 9.026095283615039]"
"[1.1479361611879932, 9.042936978881952]"
"[1.14778779627506, 9.060587865868273]"
"[1.1478938795508125, 9.07801164542622]"
"[1.147569549319453, 9.095931518363606]"
"[1.1476505362345364, 9.10854356186499]"
"[1.1475232093261931, 9.127906385747742]"
"[1.1475172964403006, 9.15254580099817]"
"[1.1474938479081673, 9.175530824989496]"
"[1.1475179332388423, 9.196294643318742]"
"[1.1475372980587175, 9.21575281401871]"
"[1.1476046508285447, 9.233317232685039]"
"[1.1476535621017898, 9.250393995497241]"
"[1.1477951050152069, 9.266545904915295]"
"[1.147746413815407, 9.285125674216577]"
"[1.1478696811139921, 9.301786657530867]"
"[1.1480361254702574, 9.318416140317181]"
"[1.147922693710876, 9.334657544673831]"
"[1.1482819980856178, 9.351670033057228]"
"[1.1481663766295853, 9.368763303995244]"
"[1.1484966837458035, 9.386077991284175]"
"[1.148428854739505, 9.403307207938665]"
"[1.1486781850223085, 9.420918936236765]"
"[1.148760754577486, 9.438770310871499]"
"[1.1488676121646757, 9.456453627977977]"
"[1.1489161497874063, 9.476387795820752]"
"[1.1490045239548907, 9.500514823236008]"
"[1.1490520305675265, 9.520339435539393]"
"[1.1491279804634393, 9.537276229212779]"
"[1.1492324195206471, 9.554304800553657]"
"[1.148745199803557, 9.57302050044262]"
"[1.1490558420954504, 9.584083476886006]"
"[1.148998279421104, 9.6017486696811]"
"[1.1490536034137688, 9.61761497160637]"
"[1.148978585244614, 9.629837342779636]"
"[1.1489534336831817, 9.645096859222146]"
"[1.1488224063708186, 9.661655619057612]"
"[1.1487847228480759, 9.67812128521035]"
"[1.1486501750255427, 9.695404377266797]"
"[1.1486819396947716, 9.712025645130813]"
"[1.1485676529852955, 9.729324007366172]"
"[1.148407533616669, 9.747754740335617]"
"[1.1483412187971718, 9.764091871624073]"
"[1.1482466897376167, 9.782893847532556]"
"[1.148115161552958, 9.804765372242333]"
"[1.1480152095932257, 9.827809561629943]"
"[1.1478222517418317, 9.851697060454933]"
"[1.1477247626692557, 9.873348140338722]"
"[1.1476775158252792, 9.89316005355361]"
"[1.1476011174248868, 9.911994946395534]"
"[1.1474553520614896, 9.93009967115673]"
"[1.1474146303201926, 9.95015674767074]"
"[1.1471765076906977, 9.962010699516837]"
"[1.1472012905052145, 9.979006542434826]"
"[1.1471499162717445, 9.99418236926692]"
"[1.1470936104252984, 10.009625919055628]"
"[1.1470260904273566, 10.027951294356926]"
"[1.1469160106818084, 10.043644689432202]"
"[1.1467973207667075, 10.059941833260984]"
"[1.1466989586052714, 10.07633643767714]"
"[1.146671807695307, 10.093120761251424]"
"[1.1465251296452865, 10.109963486903332]"
"[1.1464187477545755, 10.131309389043698]"
"[1.1463447845219379, 10.153034833776125]"
"[1.1462615327246015, 10.176349889901624]"
"[1.1461702179826405, 10.196647465854493]"
"[1.1460992762350368, 10.21577298263131]"
